"","species","id"
"3458","Mephitis macroura",231604
"3459","Mephitis mephitis",231602
"3460","Mephitis nasuta",7656001
"3461","Mephitis vittata",7656002
"3462","Meriones arimalius",3608989
"3463","Meriones ausiensis",7654695
"3464","Meriones chengi",197974
"3465","Meriones crassus",404788
"3466","Meriones dahli",3608991
"3467","Meriones erythrourus",7654696
"3468","Meriones grandis",3608995
"3469","Meriones hurrianae",3608994
"3470","Meriones persicus",3608993
"3471","Meriones rex",404784
"3472","Meriones sacramenti",3608990
"3473","Meriones tamariscinus",79088
"3474","Meriones unguiculatus",764841
"3475","Meriones vinogradovi",3608992
"3476","Meriones zarudnyi",3608988
"3477","Mesechinus dauuricus",389123
"3478","Mesembriomys gouldii",156332
"3479","Mesembriomys macrurus",875159
"3480","Mesocapromys angelcabrerai",3609716
"3481","Mesocapromys auritus",3609722
"3482","Mesocapromys melanurus",3609727
"3483","Mesocapromys nanus",3609713
"3484","Mesocapromys sanfelipensis",3609721
"3485","Mesocricetus aramaeus",7654606
"3486","Mesocricetus auratus",391631
"3487","Mesocricetus brandti",391628
"3488","Mesocricetus newtoni",904706
"3489","Mesocyon brachyops",3612541
"3490","Mesocyon geringensis",3612624
"3491","Mesocyon iamonensis",3612608
"3492","Mesocyon robustus",3612621
"3493","Mesomys hispidus",360972
"3494","Mesomys leniceps",3609802
"3495","Mesomys occultus",264063
"3496","Mesomys stimulax",360959
"3497","Mesonyx obtusidens",4942380
"3498","Mesophylla macconnelli",534178
"3499","Mesopithecus pentelicus",3607661
"3500","Mesoplodon bidens",1003915
"3501","Mesoplodon bowdoini",1021373
"3502","Mesoplodon carlhubbsi",276866
"3503","Mesoplodon densirostris",6470
"3504","Mesoplodon europaeus",825961
"3505","Mesoplodon ginkgodens",654357
"3506","Mesoplodon grayi",1021367
"3507","Mesoplodon hectori",319477
"3508","Mesoplodon hotaula",817202
"3509","Mesoplodon layardii",1021369
"3510","Mesoplodon mirus",319479
"3511","Mesoplodon perrini",276883
"3512","Mesoplodon peruvianus",825958
"3513","Mesoplodon stejnegeri",319467
"3514","Mesoplodon traversii",346599
"3515","Metopocetus durinasus",4942417
"3516","Micaelamys granti",3608713
"3517","Micaelamys namaquensis",742036
"3518","Mico acariensis",3607567
"3519","Mico chrysoleucus",3607561
"3520","Mico emiliae",488310
"3521","Mico humeralifer",683993
"3522","Mico intermedius",3607563
"3523","Mico leucippe",3607564
"3524","Mico marcai",3607565
"3525","Mico mauesi",341884
"3526","Mico melanoleucas",7655108
"3527","Mico melanurus",1031373
"3528","Mico munduruku",7067567
"3529","Mico nigriceps",3607568
"3530","Mico rondoni",495388
"3531","Mico saterei",172747
"3532","Micoureus alstoni",29033
"3533","Micoureus constantiae",913354
"3534","Micoureus demerarae",606436
"3535","Micoureus paraguayanus",392321
"3536","Micoureus phaeus",3606666
"3537","Micoureus regina",84822
"3538","Microakodontomys transitorius",219592
"3539","Microcavia australis",484314
"3540","Microcavia niata",535746
"3541","Microcavia shiptoni",3609881
"3542","Microcebus arnholdi",5149
"3543","Microcebus berthae",765353
"3544","Microcebus bongolavensis",481551
"3545","Microcebus boraha",7655173
"3546","Microcebus danfossi",481550
"3547","Microcebus ganzhorni",7067589
"3548","Microcebus gerpi",732719
"3549","Microcebus griseorufus",765339
"3550","Microcebus jollyae",532147
"3551","Microcebus lehilahytsara",415576
"3552","Microcebus lokobensis",481552
"3553","Microcebus macarthurii",20534
"3554","Microcebus mamiratra",560998
"3555","Microcebus manitatra",7655174
"3556","Microcebus margotmarshae",5146
"3557","Microcebus marohita",4117712
"3558","Microcebus mittermeieri",387144
"3559","Microcebus murinus",311211
"3560","Microcebus myoxinus",67369
"3561","Microcebus ravelobensis",148505
"3562","Microcebus rufus",148500
"3563","Microcebus sambiranensis",765356
"3564","Microcebus simmonsi",133625
"3565","Microcebus tanosi",4117710
"3566","Microcebus tavaratra",765352
"3567","Microdillus peeli",3611191
"3568","Microgale brevicaudata",542046
"3569","Microgale cowani",544762
"3570","Microgale dobsoni",82081
"3571","Microgale drouhardi",3607183
"3572","Microgale dryas",3607187
"3573","Microgale fotsifotsy",3607186
"3574","Microgale gracilis",3607184
"3575","Microgale grandidieri",5925519
"3576","Microgale gymnorhyncha",3607189
"3577","Microgale jenkinsae",3607181
"3578","Microgale jobihely",1037948
"3579","Microgale longicaudata",792176
"3580","Microgale longirostris",7654294
"3581","Microgale macpheei",7654295
"3582","Microgale majori",153398
"3583","Microgale melanorrhachis",7654296
"3584","Microgale monticola",3607180
"3585","Microgale nasoloi",3607188
"3586","Microgale parvula",3607182
"3587","Microgale principula",351005
"3588","Microgale prolixacaudata",7067120
"3589","Microgale pusilla",792174
"3590","Microgale sorella",7654297
"3591","Microgale soricoides",3607185
"3592","Microgale taiva",1037946
"3593","Microgale talazaci",211383
"3594","Microgale thomasi",3607179
"3595","Microhydromys argenteus",6144899
"3596","Microhydromys richardsoni",3608863
"3597","Micromys minutus",211375
"3598","Micromysticetus rothauseni",4942579
"3599","Micronycteris brachyotis",201782
"3600","Micronycteris brosseti",989361
"3601","Micronycteris buriri",341452
"3602","Micronycteris giovanniae",296450
"3603","Micronycteris hirsuta",218141
"3604","Micronycteris homezi",596437
"3605","Micronycteris matses",456416
"3606","Micronycteris megalotis",218140
"3607","Micronycteris microtis",596443
"3608","Micronycteris minuta",218139
"3609","Micronycteris nicefori",218136
"3610","Micronycteris sanborni",3613581
"3611","Micronycteris schmidtorum",218135
"3612","Micronycteris yatesi",5223251
"3613","Microperoryctes aplini",408528
"3614","Microperoryctes murina",3606656
"3615","Microperoryctes papuensis",775064
"3616","Micropithecus clarki",3607729
"3617","Micropithecus songhorensis",3607728
"3618","Micropotamogale lamottei",321803
"3619","Micropotamogale ruwenzorii",3607191
"3620","Micropteropus intermedius",3613512
"3621","Micropteropus pusillus",558423
"3622","Microryzomys altissimus",3608340
"3623","Microryzomys minutus",280102
"3624","Microsciurus alfari",953171
"3625","Microsciurus mimulus",3608997
"3626","Microsciurus santanderensis",3608996
"3627","Microtus abbreviatus",742229
"3628","Microtus agrestis",754333
"3629","Microtus anatolicus",1077543
"3630","Microtus arvalis",449577
"3631","Microtus asio",6144717
"3632","Microtus bavaricus",965605
"3633","Microtus brachycercus",995351
"3634","Microtus brecciensis",3608488
"3635","Microtus breweri",988006
"3636","Microtus cabrerae",713373
"3637","Microtus canicaudus",742224
"3638","Microtus daghestanicus",1049258
"3639","Microtus dogramacii",1049260
"3640","Microtus duodecimcostatus",509531
"3641","Microtus evoronensis",422778
"3642","Microtus felteni",1049261
"3643","Microtus gerbei",1049264
"3644","Microtus guatemalensis",131167
"3645","Microtus guentheri",1049266
"3646","Microtus irani",1077541
"3647","Microtus kermanensis",7067214
"3648","Microtus kikuchii",742244
"3649","Microtus kirgisorum",646172
"3650","Microtus lavernedii",7654590
"3651","Microtus levis",163267
"3652","Microtus liechtensteini",965607
"3653","Microtus limnophilus",404170
"3654","Microtus longicaudus",910200
"3655","Microtus lusitanicus",509533
"3656","Microtus machintoni",7654591
"3657","Microtus majori",610970
"3658","Microtus malei",7654592
"3659","Microtus mccowni",7654593
"3660","Microtus miurus",269522
"3661","Microtus montebelli",930591
"3662","Microtus mujanensis",422794
"3663","Microtus multiplex",965604
"3664","Microtus mystacinus",7067215
"3665","Microtus nivaloides",7654594
"3666","Microtus oaxacensis",755191
"3667","Microtus obscurus",1036976
"3668","Microtus ochrogaster",927240
"3669","Microtus oregoni",269491
"3670","Microtus paradoxus",3608492
"3671","Microtus pinetorum",269493
"3672","Microtus qazvinensis",3608493
"3673","Microtus quasiater",131164
"3674","Microtus quirini",6144720
"3675","Microtus richardsoni",803869
"3676","Microtus sachalinensis",839862
"3677","Microtus schelkovnikovi",404168
"3678","Microtus schidlovskii",3608494
"3679","Microtus socialis",803141
"3680","Microtus subterraneus",965600
"3681","Microtus tatricus",965599
"3682","Microtus townsendii",803867
"3683","Microtus transcaspicus",941091
"3684","Microtus umbrosus",775312
"3685","Microtus xanthognathus",241402
"3686","Millardia kathleenae",481167
"3687","Millardia kondana",3608651
"3688","Millardia meltada",170600
"3689","Mimetillus moloneyi",3614209
"3690","Mimon bennettii",780064
"3691","Mimon cozumelae",860220
"3692","Mindomys hammondi",770632
"3693","Miniopterus aelleni",316411
"3694","Miniopterus africanus",996932
"3695","Miniopterus ambohitrensis",5925642
"3696","Miniopterus australis",1002681
"3697","Miniopterus brachytragos",6146508
"3698","Miniopterus egeri",6146509
"3699","Miniopterus fraterculus",61862
"3700","Miniopterus fuliginosus",1011476
"3701","Miniopterus fuscus",1011491
"3702","Miniopterus gleni",350062
"3703","Miniopterus griffithsi",49458
"3704","Miniopterus inflatus",306577
"3705","Miniopterus macrocneme",18885
"3706","Miniopterus maghrebensis",5839510
"3707","Miniopterus magnater",829941
"3708","Miniopterus mahafaliensis",890864
"3709","Miniopterus majori",350060
"3710","Miniopterus manavi",18883
"3711","Miniopterus medius",598189
"3712","Miniopterus minor",306579
"3713","Miniopterus mossambicus",5340004
"3714","Miniopterus newtonii",354311
"3715","Miniopterus paululus",3613702
"3716","Miniopterus petersoni",316419
"3717","Miniopterus propitristis",306581
"3718","Miniopterus pusillus",61867
"3719","Miniopterus robustior",3613704
"3720","Miniopterus scotinus",7656421
"3721","Miniopterus shortridgei",3613705
"3722","Miniopterus sororculus",198429
"3723","Miniopterus tristis",306583
"3724","Miocaperea pulchra",6145894
"3725","Miopithecus ogouensis",949834
"3726","Mirimiri acrodonta",48401
"3727","Mirounga angustirostris",175268
"3728","Mirounga leonina",175270
"3729","Mirza coquereli",16910
"3730","Mirzamys louiseae",6144870
"3731","Mirzamys norahae",6144871
"3732","Mirza zaza",534565
"3733","Moeritherium lyonsi",3607245
"3734","Mogera hainana",7656692
"3735","Mogera imaizumii",201757
"3736","Mogera kanoana",932104
"3737","Mogera robusta",1066572
"3738","Mogera tokudae",767008
"3739","Mogera uchidai",3614249
"3740","Mogera wogura",634080
"3741","Molossops aequatorianus",3613956
"3742","Molossops mattogrossensis",132211
"3743","Molossops neglectus",856222
"3744","Molossops temminckii",633522
"3745","Molossus alvarezi",6146429
"3746","Molossus ater",1066066
"3747","Molossus aztecus",3614005
"3748","Molossus barnesi",3614006
"3749","Molossus coibensis",485768
"3750","Molossus fentoni",7067788
"3751","Molossus ferox",7656327
"3752","Molossus milleri",7067789
"3753","Molossus pretiosus",3614002
"3754","Molossus rufus",267993
"3755","Molossus sinaloae",687490
"3756","Molossus velox",7656328
"3757","Molossus verrilli",7067794
"3758","Molossus wilcoxii",7656329
"3759","Monachus monachus",759722
"3760","Monodelphis adusta",84829
"3761","Monodelphis americana",446727
"3762","Monodelphis arlindoi",78073
"3763","Monodelphis brevicaudata",553039
"3764","Monodelphis dimidiata",842010
"3765","Monodelphis domestica",122362
"3766","Monodelphis emiliae",86712
"3767","Monodelphis fosteri",7657155
"3768","Monodelphis gardneri",5819828
"3769","Monodelphis glirina",697788
"3770","Monodelphis handleyi",510976
"3771","Monodelphis iheringi",1053505
"3772","Monodelphis kunsi",553037
"3773","Monodelphis maraxina",3606705
"3774","Monodelphis osgoodi",391587
"3775","Monodelphis palliolata",3606707
"3776","Monodelphis peruviana",391583
"3777","Monodelphis reigi",873069
"3778","Monodelphis rubida",3606706
"3779","Monodelphis sanctaerosae",966196
"3780","Monodelphis scalops",697784
"3781","Monodelphis sorex",80082
"3782","Monodelphis theresa",849320
"3783","Monodelphis touan",925596
"3784","Monodelphis umbristriata",356001
"3785","Monodelphis unistriata",3606709
"3786","Monodon monoceros",306757
"3787","Monophyllus plethodon",227309
"3788","Monophyllus redmani",658352
"3789","Monticolomys koopmani",277070
"3790","Mops bakarii",873208
"3791","Mops brachypterus",3613976
"3792","Mops condylurus",1015438
"3793","Mops congicus",3613985
"3794","Mops demonstrator",3613977
"3795","Mops leucostigma",956751
"3796","Mops midas",956753
"3797","Mops mops",598195
"3798","Mops nanulus",3613983
"3799","Mops niangarae",3613981
"3800","Mops niveiventer",3613975
"3801","Mops petersoni",3613946
"3802","Mops sarasinorum",3613980
"3803","Mops spurrelli",3613984
"3804","Mops thersites",3613979
"3805","Mops trevori",3613982
"3806","Morawanocetus yabukii",4118794
"3807","Morenocetus parvus",3612205
"3808","Mormoops blainvillei",554248
"3809","Mormoops magna",3614026
"3810","Mormoops megalophylla",342713
"3811","Mormopterus acetabulosus",131230
"3812","Mormopterus beccarii",1066068
"3813","Mormopterus cobourgianus",5835540
"3814","Mormopterus doriae",3613995
"3815","Mormopterus eleryi",5835541
"3816","Mormopterus halli",5835535
"3817","Mormopterus jugularis",435177
"3818","Mormopterus kalinowskii",301610
"3819","Mormopterus kitcheneri",5835537
"3820","Mormopterus loriae",3613996
"3821","Mormopterus lumsdenae",5835539
"3822","Mormopterus minutus",3613994
"3823","Mormopterus norfolkensis",3613993
"3824","Mormopterus petersi",5835536
"3825","Mormopterus phrudus",3614001
"3826","Mormopterus planiceps",171158
"3827","Mormopterus ridei",5835538
"3828","Morotopithecus bishopi",6145147
"3829","Moschiola indica",603966
"3830","Moschiola kathygre",3611560
"3831","Moschiola meminna",612931
"3832","Moschus anhuiensis",667404
"3833","Moschus chrysogaster",233508
"3834","Moschus cupreus",3611576
"3835","Moschus fuscus",233511
"3836","Moschus leucogaster",233513
"3837","Moschus moschiferus",233514
"3838","Moschus moschifrus",7655695
"3839","Moschus saturatus",7655696
"3840","Mosia nigrescens",464407
"3841","Mungos auratus",7656174
"3842","Mungos auropunctatus",7656175
"3843","Mungos caurinus",7656176
"3844","Mungos gambianus",3613278
"3845","Mungos incertus",7656177
"3846","Mungos melanurus",7656178
"3847","Mungos mungo",333729
"3848","Mungotictis decemlineata",995905
"3849","Muntiacus atherodes",3611946
"3850","Muntiacus crinifrons",418001
"3851","Muntiacus feae",418003
"3852","Muntiacus gongshanensis",615938
"3853","Muntiacus lacrymans",7655665
"3854","Muntiacus puhoatensis",3611948
"3855","Muntiacus putaoensis",57126
"3856","Muntiacus rooseveltorum",57125
"3857","Muntiacus truongsonensis",418000
"3858","Muntiacus vaginalis",194498
"3859","Muntiacus vuquangensis",57121
"3860","Murexia habbema",304008
"3861","Murexia melanurus",303997
"3862","Murexia naso",929309
"3863","Murexia rothschildi",929326
"3864","Muriculus imberbis",3610601
"3865","Murina aenea",448968
"3866","Murina annamitica",6146512
"3867","Murina balaensis",6146514
"3868","Murina beelzebub",6146515
"3869","Murina bicolor",349625
"3870","Murina chrysochaetes",6146516
"3871","Murina cineracea",325199
"3872","Murina cyclotis",176327
"3873","Murina eleryi",575947
"3874","Murina fanjingshanensis",5925643
"3875","Murina fionae",6146517
"3876","Murina florium",434676
"3877","Murina fusca",3613776
"3878","Murina gracilis",772158
"3879","Murina guilleni",6146518
"3880","Murina harpioloides",180044
"3881","Murina hilgendorfi",448966
"3882","Murina hkakaboraziensis",7067880
"3883","Murina huttonii",6146519
"3884","Murina jaintiana",325191
"3885","Murina kontumensis",6146522
"3886","Murina leucogaster",434674
"3887","Murina liboensis",7067881
"3888","Murina lorelieae",366333
"3889","Murina peninsularis",772161
"3890","Murina pluvialis",391988
"3891","Murina puta",434682
"3892","Murina recondita",3613775
"3893","Murina rongjaingensis",7067882
"3894","Murina rozendaali",505794
"3895","Murina ryukyuana",3613778
"3896","Murina ryukyuna",434680
"3897","Murina shuipuensis",6146520
"3898","Murina silvatica",3613779
"3899","Murina suilla",190903
"3900","Murina tenebrosa",3613773
"3901","Murina tiensa",772163
"3902","Murina tubinaris",233915
"3903","Murina ussuriensis",259900
"3904","Murina walstoni",6146523
"3905","Mus aegaeus",7654766
"3906","Mus arboricola",7654767
"3907","Mus baoulei",369735
"3908","Mus booduga",451263
"3909","Mus bufo",844282
"3910","Mus callewaerti",3608883
"3911","Mus camini",7654768
"3912","Mus canguru",6144906
"3913","Muscardinus avellanarius",664079
"3914","Mus caroli",922493
"3915","Mus colletti",7654769
"3916","Mus cookii",542528
"3917","Mus crociduroides",185328
"3918","Mus emesi",403204
"3919","Mus famulus",1027340
"3920","Mus fernandoni",3608886
"3921","Mus fragilicauda",1010350
"3922","Mus goundae",3608881
"3923","Mus haussa",1000702
"3924","Mus indutus",1000695
"3925","Mus leptosoma",7654770
"3926","Mus mahomet",5857435
"3927","Mus mattheyi",759679
"3928","Mus mayori",3608874
"3929","Mus microdontoides",7654771
"3930","Mus minutoides",845966
"3931","Mus musculoides",996648
"3932","Mus neavei",3608901
"3933","Mus nigrita",7654772
"3934","Musonycteris harrisoni",658353
"3935","Mus orangiae",3608904
"3936","Mus oubanguii",3608899
"3937","Mus pahari",542493
"3938","Mus paulina",7654773
"3939","Mus phillipsi",3608880
"3940","Mus platythrix",845970
"3941","Mus proconodon",7654774
"3942","Mus saxicola",542525
"3943","Musserakis sulawesiensis",6144934
"3944","Musseromys anacuao",6144936
"3945","Musseromys beneficus",6144937
"3946","Musseromys gulantang",6144938
"3947","Musseromys inopinatus",6144939
"3948","Mus setulosus",845980
"3949","Mus setzeri",3608890
"3950","Mus shortridgei",887682
"3951","Mus sorella",844274
"3952","Mus spicilegus",845976
"3953","Mus spretus",542521
"3954","Mustela affinis",7656030
"3955","Mustela africana",275125
"3956","Mustela altaica",69264
"3957","Mustela aureoventris",7656031
"3958","Mustela cicognanii",7656032
"3959","Mustela erminea",681184
"3960","Mustela eversmanii",3612699
"3961","Mustela eversmannii",915607
"3962","Mustela felipei",275123
"3963","Mustela formosanus",3612697
"3964","Mustela frenata",685101
"3965","Mustela galinthias",7656033
"3966","Mustela itatsi",975082
"3967","Mustela jageri",7656034
"3968","Mustela kathiah",1075273
"3969","Mustela lutreola",923105
"3970","Mustela lutreolina",3612707
"3971","Mustela melanopus",7656035
"3972","Mustela moschiferus",7656036
"3973","Mustela nigripes",541439
"3974","Mustela nudipes",378004
"3975","Mustela pentelici",7656037
"3976","Mustela peregusna",7656038
"3977","Mustela quoll",6145485
"3978","Mustela sibirica",549525
"3979","Mustela strigidorsa",273796
"3980","Mustela subpalmata",3612703
"3981","Mustela zanthogenys",7656040
"3982","Mus tenellus",844277
"3983","Mus terraereginae",6144910
"3984","Mus terricolor",348560
"3985","Mus tomentosus",7654775
"3986","Mus triton",289304
"3987","Mus vulcani",3608885
"3988","Mus vulpinus",7654776
"3989","Mydaus javanensis",890077
"3990","Mydaus lucifer",7656003
"3991","Mydaus marchei",685108
"3992","Mydaus meliceps",6145437
"3993","Mydaus ollula",7656004
"3994","Mylodon darwinii",901675
"3995","Mylomys dybowskii",170597
"3996","Myocastor coypus",169715
"3997","Myodes andersoni",1012695
"3998","Myodes californicus",179751
"3999","Myodes centralis",686201
"4000","Myodes gapperi",627111
"4001","Myodes glareolus",1051603
"4002","Myodes imaizumii",4940962
"4003","Myodes regulus",596152
"4004","Myodes rex",490380
"4005","Myodes rutilus",686197
"4006","Myodes shanseius",3608474
"4007","Myoictis leucura",920958
"4008","Myoictis melas",379181
"4009","Myoictis wallacei",513335
"4010","Myoictis wallacii",3607133
"4011","Myoictis wavicus",920959
"4012","Myomimus personatus",3608164
"4013","Myomimus roachi",1038448
"4014","Myomimus setzeri",3608165
"4015","Myomyscus angolensis",3608627
"4016","Myomyscus brockmani",1057562
"4017","Myomyscus verreauxii",1057551
"4018","Myomyscus yemeni",1057554
"4019","Myonycteris brachycephala",558427
"4020","Myonycteris leptodon",374690
"4021","Myonycteris relicta",192015
"4022","Myonycteris torquata",192012
"4023","Myoprocta acouchy",484313
"4024","Myoprocta pratti",980454
"4025","Myopterus daubentonii",663933
"4026","Myopterus senegalensis",7656334
"4027","Myopterus whitleyi",3613990
"4028","Myopus schisticolor",490530
"4029","Myosciurus pumilio",152097
"4030","Myosorex babaulti",3614476
"4031","Myosorex blarina",298127
"4032","Myosorex bururiensis",7656636
"4033","Myosorex cafer",27750
"4034","Myosorex eisentrauti",3614475
"4035","Myosorex geata",543351
"4036","Myosorex gnoskei",7656637
"4037","Myosorex jejei",5223257
"4038","Myosorex kihaulei",587041
"4039","Myosorex longicaudatus",298130
"4040","Myosorex meesteri",5338977
"4041","Myosorex okuensis",3614477
"4042","Myosorex preussi",6146628
"4043","Myosorex rumpii",3614471
"4044","Myosorex schalleri",3614472
"4045","Myosorex sclateri",781778
"4046","Myosorex swinnyi",7656638
"4047","Myosorex tenuis",3614474
"4048","Myosorex varius",563474
"4049","Myosorex zinki",464821
"4050","Myospalax aspalax",996523
"4051","Myospalax myospalax",3608556
"4052","Myospalax psilurus",618100
"4053","Myotis abei",3613659
"4054","Myotis aelleni",3613688
"4055","Myotis aemulus",7656423
"4056","Myotis albescens",353889
"4057","Myotis alcathoe",620441
"4058","Myotis altarium",379806
"4059","Myotis ancricola",7067885
"4060","Myotis anjouanensis",434436
"4061","Myotis annamiticus",964597
"4062","Myotis annatessae",6146524
"4063","Myotis annectans",488513
"4064","Myotis araxenus",7067886
"4065","Myotis atacamensis",175290
"4066","Myotis ater",626682
"4067","Myotis aurascens",149594
"4068","Myotis auriculus",498123
"4069","Myotis australis",3613644
"4070","Myotis austroriparius",363026
"4071","Myotis badius",6146525
"4072","Myotis bechsteinii",342718
"4073","Myotis bucharensis",3613664
"4074","Myotis californicus",235788
"4075","Myotis capaccinii",353431
"4076","Myotis chiloensis",175299
"4077","Myotis chinensis",535369
"4078","Myotis ciliolabrum",586288
"4079","Myotis cobanensis",3613685
"4080","Myotis crypticus",7067887
"4081","Myotis csorbai",964599
"4082","Myotis dasycneme",353897
"4083","Myotis davidii",849319
"4084","Myotis delicatus",7656424
"4085","Myotis desertorum",7656425
"4086","Myotis dieteri",3613663
"4087","Myotis diminutus",6146526
"4088","Myotis dominicensis",1022617
"4089","Myotis elegans",61869
"4090","Myotis emarginatus",1080294
"4091","Myotis exilis",7656426
"4092","Myotis fimbriatus",885003
"4093","Myotis findleyi",3613674
"4094","Myotis flavus",80282
"4095","Myotis formosus",505486
"4096","Myotis fortidens",363081
"4097","Myotis frater",434671
"4098","Myotis ghardalamensis",7656427
"4099","Myotis gomantongensis",76756
"4100","Myotis goudoti",31985
"4101","Myotis gracilis",292390
"4102","Myotis grisescens",213632
"4103","Myotis gundersheimensis",7656428
"4104","Myotis hajastanicus",888165
"4105","Myotis handleyi",6146527
"4106","Myotis hasseltii",353891
"4107","Myotis hermani",3613648
"4108","Myotis hosonoi",3613640
"4109","Myotis hoveli",7067890
"4110","Myotis hyrcanicus",7067891
"4111","Myotis ikonnikovi",620439
"4112","Myotis indochinensis",6146528
"4113","Myotis insularum",3613641
"4114","Myotis izecksohni",6146529
"4115","Myotis keaysi",353894
"4116","Myotis keenii",586294
"4117","Myotis kormosi",7656429
"4118","Myotis laniger",911474
"4119","Myotis lavali",6146530
"4120","Myotis leibii",217241
"4121","Myotis levis",307134
"4122","Myotis longipes",860274
"4123","Myotis macrodactylus",434679
"4124","Myotis macropus",249353
"4125","Myotis macrotarsus",353886
"4126","Myotis melanorhinus",3613687
"4127","Myotis midastactus",6146531
"4128","Myotis misonnei",7656430
"4129","Myotis moluccarum",173223
"4130","Myotis montivagus",353888
"4131","Myotis morrisi",3613643
"4132","Myotis mystacinus",353458
"4133","Myotis nigricans",307133
"4134","Myotis nipalensis",840250
"4135","Myotis occultus",3613677
"4136","Myotis oreias",3613655
"4137","Myotis oxygnathus",743482
"4138","Myotis ozensis",3613658
"4139","Myotis peninsularis",3613676
"4140","Myotis pequinius",569191
"4141","Myotis petax",95269
"4142","Myotis peytoni",7067894
"4143","Myotis phanluongi",4118280
"4144","Myotis planiceps",3613639
"4145","Myotis praevius",7656431
"4146","Myotis pruinosus",423040
"4147","Myotis punicus",1015040
"4148","Myotis rapax",7656432
"4149","Myotis ricketti",31968
"4150","Myotis ridleyi",363061
"4151","Myotis riparius",267991
"4152","Myotis rosseti",964601
"4153","Myotis ruber",878678
"4154","Myotis rufoniger",3613645
"4155","Myotis schaubi",878681
"4156","Myotis scotti",476752
"4157","Myotis seabrae",7656433
"4158","Myotis secundus",5835524
"4159","Myotis septentrionalis",687557
"4160","Myotis sicarius",476750
"4161","Myotis simus",1066079
"4162","Myotis sodalis",939110
"4163","Myotis soror",5835523
"4164","Myotis stalkeri",3613653
"4165","Myotis thysanodes",307132
"4166","Myotis tricolor",450621
"4167","Myotis tschuliensis",569194
"4168","Myotis velifer",238420
"4169","Myotis vivesi",514767
"4170","Myotis volans",878680
"4171","Myotis watasei",80285
"4172","Myotis welwitschii",746782
"4173","Myotis yanbarensis",434678
"4174","Myotis yesoensis",3613654
"4175","Myotis yumanensis",878682
"4176","Myotis zenatius",7067899
"4177","Myotomys sloggetti",433648
"4178","Myotomys unisulcatus",647417
"4179","Myotragus balearicus",204078
"4180","Myrmecobius diemensis",7657106
"4181","Myrmecobius fasciatus",70811
"4182","Myrmecobius luederwaldti",6147864
"4183","Myrmecophaga tridactyla",490538
"4184","Mysateles garridoi",3609740
"4185","Mysateles meridionalis",3609736
"4186","Mysateles prehensilis",3609728
"4187","Mystacina robusta",3613563
"4188","Mystacina tuberculata",604409
"4189","Mystacina velutina",6146443
"4190","Mystromys albicaudatus",91072
"4191","Mystromys cookei",7654850
"4192","Myzopoda aurita",6794
"4193","Myzopoda schliemanni",660559
"4194","Naemorhedus baileyi",869867
"4195","Naemorhedus griseus",134543
"4196","Nandinia binotata",1088403
"4197","Nandinia gerrardi",7656193
"4198","Nanger granti",346068
"4199","Nanger soemmerringii",702501
"4200","Nannocetus eremus",4942414
"4201","Nannosciurus melanotis",672836
"4202","Nannospalax ceyhanus",340153
"4203","Nannospalax golani",590166
"4204","Nannospalax judaei",888792
"4205","Nanonycteris veldkampii",553120
"4206","Nasalis larvatus",860954
"4207","Nasua candace",7656074
"4208","Nasua dorsalis",7656075
"4209","Nasua judex",7656076
"4210","Nasua manium",7656077
"4211","Nasua narica",736280
"4212","Nasua quichua",7656079
"4213","Nasua thersites",7656080
"4214","Nasuella meridensis",1030928
"4215","Nasuella olivacea",1030921
"4216","Natalus jamaicensis",120212
"4217","Natalus lanatus",3614034
"4218","Natalus macrourus",3613952
"4219","Natalus major",120209
"4220","Natalus primus",3614033
"4221","Natalus saturatus",120205
"4222","Natalus tumidirostris",190917
"4223","Neacomys dubosti",678680
"4224","Neacomys guianae",297959
"4225","Neacomys minutus",48255
"4226","Neacomys musseri",48240
"4227","Neacomys paracou",297956
"4228","Neacomys pictus",3608342
"4229","Neacomys spinosus",27304
"4230","Neacomys tenuipes",3608341
"4231","Neacomys vargasllosai",7067262
"4232","Neamblysomus gunningi",909649
"4233","Neamblysomus julianae",909638
"4234","Necromys benefactus",4940982
"4235","Necromys lactens",39189
"4236","Necromys lenguarum",115476
"4237","Necromys lilloi",7067263
"4238","Necromys punctulatus",3608374
"4239","Nectogale elegans",690666
"4240","Nectogale sikhimensis",7656655
"4241","Nectomys alfari",7654640
"4242","Nectomys apicalis",806766
"4243","Nectomys magdalenae",3608238
"4244","Nectomys palmipes",3608235
"4245","Nectomys rattus",3608236
"4246","Nectomys saturatus",7654641
"4247","Nectomys squamipes",885389
"4248","Nelsonia neotomodon",612161
"4249","Nemorhedus cranbrooki",5223235
"4250","Neodon clarkei",630916
"4251","Neodon forresti",4940959
"4252","Neodon fuscus",818953
"4253","Neodon irene",544111
"4254","Neodon leucurus",662405
"4255","Neodon linzhiensis",5340674
"4256","Neodon sikimensis",48249
"4257","Neofelis diardi",882766
"4258","Neofiber alleni",404165
"4259","Neohylomys hainanensis",736215
"4260","Neomicroxus bogotensis",3608362
"4261","Neomonachus schauinslandi",180367
"4262","Neomonachus tropicalis",3612943
"4263","Neonycteris pusilla",3613584
"4264","Neophascogale lorentzii",1029247
"4265","Neophoca cinerea",273179
"4266","Neopteryx frosti",3613536
"4267","Neoromicia brunneus",176321
"4268","Neoromicia capensis",781533
