"","synonyms","id"
"4322","Microtus britannicus",754333
"4323","Microtus agrestis nigra",754333
"4324","Microtus agrestis estiae",754333
"4325","Mus agrestis",754333
"4326","Microtus agrestis neglectus",754333
"4327","Microtus agrestis gregarius",754333
"4328","Microtus agrestis pannonicus",754333
"4329","Arvicola agrestis angustifrons",754333
"4330","Microtus agrestis exsul",754333
"4331","Microtus agrestis ognevi",754333
"4332","Microtus agrestis argyropoli",754333
"4333","Arvicola agrestis nigra",754333
"4334","Arvicola agrestis rufa",754333
"4335","Microtus agrestis insul",754333
"4336","Microtus agrestis punctus",754333
"4337","Arvicola agrestis latifrons",754333
"4338","Microtus agrestis wettsteini",754333
"4339","Microtus agrestis luch",754333
"4340","Microtus agrestis tridentinus",754333
"4341","Microtus hirtus orioecus",754333
"4342","Mus arvalis nigricans",754333
"4343","Microtus agrestis fiona",754333
"4344","Microtus fiona",754333
"4345","Microtus agrestis heptneri",754333
"4346","Microtus agrestis enezgroezi",754333
"4347","Microtus agrestis levernedii",754333
"4348","Arvicola bailloni",754333
"4349","Arvicola rozianus",754333
"4350","Arvicola hirta",754333
"4351","Microtus macgillivrayi",754333
"4352","Microtus agrestis agrestis",754333
"4353","Microtus agrestis mongol",754333
"4354","Microtus gregarius",754333
"4355","Microtus pannonicus",754333
"4356","Lemmus insularis",754333
"4357","Microtus nigricans",754333
"4358","Microtus rozianus",754333
"4359","Mus gregarius",754333
"4360","Microtus argyropuli",754333
"4361","Microtus estiae",754333
"4362","Microtus agrestis mial",754333
"4363","Microtus arcturus",754333
"4364","Microtus levernedii",754333
"4365","Microtus agrestis armoricanus",754333
"4366","Microtus latifrons",754333
"4367","Arvicola britannicus",754333
"4368","Microtus luch",754333
"4369","Microtus bailloni",754333
"4370","Arvicola neglectus",754333
"4371","Microtus mial",754333
"4372","Arvicola intermedia",754333
"4373","Microtus hirta",754333
"4374","Arvicola levernedii",754333
"4375","Microtus brevirostris",449577
"4376","Mus obscurus",283187
"4377","Mus arvalis",449577
"4378","Microtus orcadensis ronaldshaiensis",449577
"4379","Arvicola arvalis flava",449577
"4380","Arvicola arvalis assimilis",449577
"4381","Arvicola arvalis simplex",449577
"4382","Microtus sandayensis westrae",449577
"4383","Microtus arvalis iphigeniae",449577
"4384","Arvicola arvalis fulva",449577
"4385","Microtus arvalis hawelkae",449577
"4386","Microtus orcadensis rousiensis",449577
"4387","Arvicola arvalis principalis",449577
"4388","Microtus arvalis transcaucasicus",449577
"4389","Arvicola arvalis depressa",449577
"4390","Mus arvalis albus",449577
"4391","Microtus arvalis transuralensis",449577
"4392","Microtus orcadensis sandayensis",449577
"4393","Microtus arvalis meridianus",449577
"4394","Arvicola arvalis contigua",449577
"4395","Microtus arvalis gudauricus",449577
"4396","Arvicola arvalis variabilis",449577
"4397","Microtus arvalis cimbricus",449577
"4398","Microtus arvalis macrocranius",449577
"4399","Microtus arvalis khorkoutensis",449577
"4400","Arvicola arvalis ater",449577
"4401","Arvicola arvalis duplicatus",449577
"4402","Arvicola arvalis galliardi",449577
"4403","Microtus arvalis incognitus",449577
"4404","Microtus arvalis incertus",449577
"4405","Microtus arvalis oyaensis",449577
"4406","Microtus arvalis meldensis",449577
"4407","Microtus obscurus",1036976
"4408","Arvicola arvensis",449577
"4409","Hypudaeus obscurus",449577
"4410","Microtus sarnius",449577
"4411","Microtus asturianus",449577
"4412","Microtus hyrcania",449577
"4413","Arvicola vulgaris",449577
"4414","Arvicola mystacinus",449577
"4415","Microtus arvalis calypsus",449577
"4416","Arvicola incertus",449577
"4417","Arvicola cunicularius",449577
"4418","Microtus orcadensis",449577
"4419","Lemmus fulvus",449577
"4420","Pitymys incertus",449577
"4421","Microtus terrestris",449577
"4422","Microtus angularis",449577
"4423","Arvicola campestris",449577
"4424","Microtus dentatus",713373
"4425","Microtus cabrerae dentatus",713373
"4426","Pitymys daghestanicus nasarovi",1049258
"4427","Microtus rubelianus intermedius",1049258
"4428","Microtus nasarovi",1049258
"4429","Pitymys duodecimcostatus",509531
"4430","Pitymys ibericus pascuus",509531
"4431","Pitymys ibericus fuscus",509531
"4432","Pitymys ibericus regulus",509531
"4433","Arvicola duodecimcostatus",509531
"4434","Terricola duodecimcostatus",509531
"4435","Pitymys provincialis",509531
"4436","Pitymys flavescens",509531
"4437","Arvicola ibericus",509531
"4438","Microtus (Terricola) felteni",1049261
"4439","Microtus pyrenaicus",1049264
"4440","Arvicola gerbii",1049264
"4441","Arvicola pyrenaicus",1049264
"4442","Pitymys pyrenaicus brunneus",1049264
"4443","Pitymys gerbii",1049264
"4444","Microtus pyrenaicus gerbei",1049264
"4445","Microtus pyrenaicus pyrenaicus",1049264
"4446","Pitymys planiceps",1049264
"4447","Pitymys savii pyrenaicus",1049264
"4448","Microtus brunneus",1049264
"4449","Pitymys pyrenaicus",1049264
"4450","Microtus (Microtus) guentheri",1049266
"4451","Mus guentheri",1049266
"4452","Microtus guentheri shevketi",1049266
"4453","Arvicola guentheri",1049266
"4454","Microtus mustersi",1049266
"4455","Microtus lydius",1049266
"4456","Microtus hartingi",1049266
"4457","Microtus philistinus",1049266
"4458","Volemys kikuchii",742244
"4459","Microtus agrestis lavernedii",7654590
"4460","? lavernedii",7654590
"4461","Microtus (Microtus) rossiaemeridionalis",163267
"4462","Microtus epiroticus",163267
"4463","Microtus rossiaemeridionalis",163267
"4464","Microtus subarvalis",163267
"4465","Microtus arvalis relictus",163267
"4466","Microtus arvalis rossiaemeridionalis",163267
"4467","Microtus arvalis muhlisi",163267
"4468","Pitymys liechtensteini",965607
"4469","Microtus malcolmi",404170
"4470","Microtus longicaudus incanus",910200
"4471","Microtus mordax halli",910200
"4472","Microtus mordax angustus",910200
"4473","Microtus longicaudus baileyi",910200
"4474","Microtus mordax littoralis",910200
"4475","Microtus mordax latus",910200
"4476","Microtus mordax sierrae",910200
"4477","Microtus mordax",910200
"4478","Arvicola longicaudus",910200
"4479","Microtus longicaudus coronarius",910200
"4480","Microtus coronarius",910200
"4481","Microtus mordax abditus",910200
"4482","Microtus macrurus",910200
"4483","Arvicola alticolus",910200
"4484","Microtus longicaudus longicaudus",910200
"4485","Microtus mordax bernardinus",910200
"4486","Arvicola mordax",910200
"4487","Microtus angusticeps",910200
"4488","Microtus vellerosus",910200
"4489","Arvicola leucophaeus",910200
"4490","Pitymys lusitanicus",509533
"4491","Arvicola lusitanicus",509533
"4492","Pitymys mariae hurdanensis",509533
"4493","Pitymys pelandonius",509533
"4494","Microtus mariae",509533
"4495","Pitymys depressus",509533
"4496","Arbusticola rubelianus ciscaucasicus",610970
"4497","Microtus rubelianus colchicus",610970
"4498","Microtus vinogradovi",610970
"4499","Microtus dinniki",610970
"4500","Microtus rubelianus",610970
"4501","Microtus muriei",269522
"4502","Microtus miurus oreas",269522
"4503","Microtus miurus paneaki",269522
"4504","Microtus andersoni",269522
"4505","Microtus cantator",269522
"4506","Microtus montebelli brevicorpus",930591
"4507","Arvicola hatanedzumi",930591
"4508","Arvicola multiplex",965604
"4509","Pitymys fatioi orientalis",965604
"4510","Pitymys multiplex fatioi",965604
"4511","Microtus leponticus",965604
"4512","Pitymys druentius",965604
"4513","Terricola multiplex",965604
"4514","Pitymys multiplex",965604
"4515","Microtus arvalis mystacinus",7067215
"4516","Microtus arvalis obscurus",1036976
"4517","Microtus ochrogaster ludovicianus",927240
"4518","Microtus ochrogaster ohioensis",927240
"4519","Microtus ochrogaster taylori",927240
"4520","Pedomys ochrogaster",927240
"4521","Pitymys ochrogaster",927240
"4522","Microtus ochrogaster similis",927240
"4523","Arvicola austerus minor",927240
"4524","Microtus ludovicianus",927240
"4525","Arvicola austerus",927240
"4526","Hypudaeus ochrogaster",927240
"4527","Arvicola cinnamonea",927240
"4528","Arvicola haydenii",927240
"4529","Microtus oregoni cantwelli",269491
"4530","Microtus oregoni adocetus",269491
"4531","Microtus serpens",269491
"4532","Microtus morosus",269491
"4533","Microtus bairdi",269491
"4534","Pitymys pinetorum schmidti",269493
"4535","Microtus pinetorum auricularis",269493
"4536","Pitymys pinetorum carbonarius",269493
"4537","Psammomys pinetorum",269493
"4538","Microtus pinetorum parvulus",269493
"4539","Microtus pinetorum nemoralis",269493
"4540","Pitymys parvulus",269493
"4541","Microtus parvulus",269493
"4542","Pitymys pinetorum",269493
"4543","Microtus pinetorum pinetorum",269493
"4544","Arvicola scalopsoides",269493
"4545","Arvicola apella",269493
"4546","Arvicola kennicottii",269493
"4547","Microtus richardsoni myllodontus",803869
"4548","Arvicola richardsoni",803869
"4549","Arvicola macropus",803869
"4550","Microtus principalis",803869
"4551","Aulacomys arvicoloides",803869
"4552","Microtus socialis goriensis",3608494
"4553","Microtus colchicus",3608494
"4554","Mus socialis",216878
"4555","Chionomys socialis satunini",803141
"4556","Microtus socialis binominatus",803141
"4557","Microtus parvus",803141
"4558","Microtus gravesi",803141
"4559","Hypudaeus syriacus",803141
"4560","Mus astrachanensis",803141
"4561","Microtus (Terricola) subterraneus",965600
"4562","Pitymys subterraneus",965600
"4563","Arvicola subterraneus",965600
"4564","Arvicola agrestis fusca",965600
"4565","Pitymys nyirensis martinoi",965600
"4566","Pitymys majori fingeri",965600
"4567","Pitymys multiplex hercegovinensis",965600
"4568","Pitymys suberraneus wettsteini",965600
"4569","Pitymys subterraneus capucinus",965600
"4570","Pitymys zimmermanni",965600
"4571","Pitymys subterraneus atratus",965600
"4572","Pitymys multiplex brauneri",965600
"4573","Pitymys subterraneus matrensis",965600
"4574","Microtus subterraneus capucinus",965600
"4575","Pitymys dacius hungaricus",965600
"4576","Pitymys transsylvanicus",965600
"4577","Hypudaeus rufescente-fuscus",965600
"4578","Pitymys dacius",965600
"4579","Pitymys incertoides",965600
"4580","Pitymys klozeli",965600
"4581","Microtus incertus",965600
"4582","Terricola subterraneus",965600
"4583","Pitymys nyirensis",965600
"4584","Pitymys mustersi",965600
"4585","Hypudaeus rufofuscus",965600
"4586","Pitymys ehiki",965600
"4587","Pitymys kupelwieseri",965600
"4588","Pitymys ukrainicus",965600
"4589","Pitymys tatricus",965599
"4590","Microtus townsendii cummingi",803867
"4591","Microtus townsendi laingi",803867
"4592","Microtus townsendii pugeti",803867
"4593","Arvicola occidentalis",803867
"4594","Arvicola tetramerus",803867
"4595","Microtus townsendii cowani",803867
"4596","Microtus kermanensis",7067214
"4597","Arvicola xanthognatha",241402
"4598","Millardia meltada pallidior",170600
"4599","Millardia meltada singuri",170600
"4600","Millardia meltada dunni",170600
"4601","Mus comberi",170600
"4602","Mus lanuginosus",170600
"4603","Mus listoni",170600
"4604","Vesperugo moloneyi",3614209
"4605","Phyllostoma bennettii",780064
"4606","Nectomys hammondi",770632
"4607","Oryzomys hammondi",770632
"4608","? hammondi",770632
"4609","Miniopterus sp. BBRA-2009b",316411
"4610","Miniopterus sp. SMG-2014b",5925642
"4611","Miniopterus schreibersii fuliginosus",1011476
"4612","Miniopterus sp. SJP-2014a",5839510
"4613","Miniopterus sp. BBRA-2009d",890864
"4614","Miniopterus manavi manavi",18883
"4615","Miniopterus sp. 1 BRA-2013",5340004
"4616","Miniopterus newtoni",354311
"4617","Miniopterus minor newtoni",354311
"4618","Miniopterus sp. BBRA-2009a",316419
"4619","Miniopterus sp. petersoni",316419
"4620","Miniopterus australis robustior",3613704
"4621","Miniopterus australis shortridgei",3613705
"4622","Pteralopex acrodonta",48401
"4623","Macrorhinus angustirostris",175268
"4624","Mirounga leonina crosetensis",175270
"4625","Mirounga leonina falclandica",175270
"4626","Phoca leonina",175270
"4627","Mirounga leonina macquariensis",175270
"4628","Otaria leonina",175270
"4629","Macrorhinus leonina",175270
"4630","Macrorhinus leoninus",175270
"4631","Phoca proboscidea",175270
"4632","Microcebus coquereli",16910
"4633","Cheirogaleus coquereli",16910
"4634","? coquereli",16910
"4635","Moeritherium ancestrale",3607245
"4636","Mogera wogura minor",201757
"4637","Mogera minor",201757
"4638","Mogera sp. SIK0533",932104
"4639","Mogera sp. SIK0583",932104
"4640","Mogera sp. SIK0584",932104
"4641","Mogera sp. SIK0588",932104
"4642","Mogera sp. SIK0589",932104
"4643","Mogera sp. SIK0590",932104
"4644","Mogera sp. SIK0629",932104
"4645","Mogera sp. SIK0630",932104
"4646","Mogera sp. SIK0632",932104
"4647","Mogera sp. SIK0633",932104
"4648","Mogera sp. THU29",932104
"4649","Mogera sp. THU30",932104
"4650","Mogera sp. THU32",932104
"4651","Nesoscaptor uchidai",3614249
"4652","Talpa wogura",634080
"4653","Neoplatymops mattogrossensis",132211
"4654","Molossus ater",1066066
"4655","Phoca monachus",759722
"4656","Leptonyx monachus",759722
"4657","Monachus albiventer",759722
"4658","Phoca albiventer",759722
"4659","Pelagocyon monachus",759722
"4660","Monachus bicolor",759722
"4661","Monachus leucogaster",759722
"4662","Monachus mediterraneus",759722
"4663","Monachus atlantica",759722
"4664","Monachus hermannii",759722
"4665","Didelphis brevicaudata",553039
"4666","Didelphys domestica",122362
"4667","Peramys emiliae",86712
"4668","Monodelphis adusta peruviana",391583
"4669","Monodelphis sp. B SeSo-2011",966196
"4670","Mustela touan",925596
"4671","Viverra touan",925596
"4672","Monodon microcephalus",306757
"4673","Monodon narhval",306757
"4674","Monodon narhwal",306757
"4675","Narwalus andersonianus",306757
"4676","Ceratodontis ceratodon",306757
"4677","Narwalus microcephalus",306757
"4678","Tachynices megacephalus",306757
"4679","Narwalus vulgaris",306757
"4680","Ceratodon monodon",306757
"4681","Nyctinomus demonstrator",3613977
"4682","Mops condylurus leucostigma",956751
"4683","Chaerephon leucostigma",956751
"4684","Dysopes mops",598195
"4685","Mops angolensis niveiventer",3613975
"4686","Tadarida petersoni",3613946
"4687","Xiphonycteris spurrelli",3613984
"4688","Nyctinomus thersites",3613979
"4689","Chonecetus yabukii",4118794
"4690","Mormoops blainvillii",554248
"4691","Mormoops megaphylla",342713
"4692","Vespertilio acetabulosus",131230
"4693","Mormopterus loriae cobourgiana",5835540
"4694","Tadarida loriae cobourgiana",5835540
"4695","Nyctinomus jugularis",435177
"4696","Nyctinomus kalinowskii",301610
"4697","Nyctinomus loriae",3613996
"4698","Mormopterus loriae loriae",3613996
"4699","Nyctinomus minutus",3613994
"4700","Molossus norfolkensis",3613993
"4701","Molossus wilcoxii",7656329
"4702","Nyctinomus petersi",5835536
"4703","Nyctinomus planiceps",171158
"4704","Nyctinomus petersi",5835536
"4705","Mormopterus loriae ridei",5835538
"4706","Tadarida loriae ridei",5835538
"4707","Tragulus meminna",612931
"4708","Moschus meminna",612931
"4709","Meminna indica",612931
"4710","? meminna",612931
"4711","Moschus sifanicus",233508
"4712","Herpestes gambianus",3613278
"4713","Crossarchus gambianus",3613278
"4714","Viverra mungo",333729
"4715","Ichneumon taenionotus",333729
"4716","Crossarchus fasciatus colonus",333729
"4717","Herpestes mungo",333729
"4718","Crossarchus fasciatus",333729
"4719","Mangusta mungo",333729
"4720","Herpestes fasciatus",333729
"4721","Ichneumon mungo",333729
"4722","Ariela taenionota",333729
"4723","Galidia decemlineata",995905
"4724","Mungotictis lineatus",995905
"4725","Mungotictis substriatus",995905
"4726","Galidictis vittata",995905
"4727","Cervulus crinifrons",418001
"4728","Cervus feae",418003
"4729","Muntiacus feae rooseveltorum",57125
"4730","Caninmuntiacus truongsonensis",418000
"4731","Muntiacus muntiak vaginalis",194498
"4732","Muntiacus muntjac vaginalis",194498
"4733","Muntiacus muntjak vaginalis",194498
"4734","Megamuntiacus vuquangensis",57121
"4735","Muntiacus vuquanghensis",57121
"4736","Antechinus habbema",304008
"4737","Micromurexia habbema",304008
"4738","Antechinus melanurus",303997
"4739","Murexechinus melanurus",303997
"4740","Phascogale melanura",303997
"4741","Phascogale melanura modesta",303997
"4742","Antechinus wilhelmina",303997
"4743","Paramurexia rothschildi",929326
"4744","? rothschildi",929326
"4745","Mus imberbis",3610601
"4746","Murina eileenae",176327
"4747","Murina cyclotis eileenae",176327
"4748","Murina cyclotis cyclotis",176327
"4749","Murina sp. FH-2015",5925643
"4750","Murina huttonii fusca",3613776
"4751","Harpyiocephalus hilgendorfi",448966
"4752","Murina sp. C MR-2012",325191
"4753","Murina sp. VTT-2015a",6146522
"4754","Murina sp. a JLE-2011",366333
"4755","Murina cyclotis peninsularis",772161
"4756","Murina sp. B MR-2012",391988
"4757","Murina rongjaingensis Chen, Liu, Deng, Xiao & Zhou, 2017",7067882
"4758","Murina sp. n. HW-2018",7067882
"4759","Murina harrisoni",772163
"4760","Harpiocephalus tubinaris",233915
"4761","Nannomys baoulei",369735
"4762","Mus albidiventris",451263
"4763","Leggada lepidoides",451263
"4764","Mus fulvidiventris",451263
"4765","Nannomys bufo",844282
"4766","Mus avellanarius",664079
"4767","Muscardinus avellanarius niveus",664079
"4768","Muscardinus avellanarius anglicus",664079
"4769","Muscardinus avellanarius zeus",664079
"4770","Muscardinus avellanarius pulcher",664079
"4771","Muscardinus avellanarius abanticus",664079
"4772","Muscardinus pulcher",664079
"4773","Myoxus speciosus",664079
"4774","Muscardinus trapezius",664079
"4775","Myoxus muscardinus",664079
"4776","Mus corilinum",664079
"4777","Mus formosanus",922493
"4778","Mus kurilensis",922493
"4779","Mus cooki",542528
"4780","Leggada nagarum",542528
"4781","Mus darjilingensis",542528
"4782","Leggada rahengis",542528
"4783","Leggada palnica",542528
"4784","Tautatus thai",542528
"4785","Nannomys emesi",403204
"4786","Nannomys haussa",1000702
"4787","Nannomys indutus",1000695
"4788","Mus musculoides emesi",5857435
"4789","Nannomys mattheyi",759679
"4790","Rattus pococki",3608874
"4791","Mus mayori pococki",3608874
"4792","Nannomys minutoides",845966
"4793","Mus minimus",211375
"4794","Mus bella",996648
"4795","Mus bellus enclavae",996648
"4796","Mus enclavae",996648
"4797","Mus musculoides enclavae",996648
"4798","Nannomys musculoides",996648
"4799","Mus gratus sungarae",996648
"4800","Mus bellus gondokorae",996648
"4801","Mus bellus petilus",996648
"4802","Mus gratus soricoides",996648
"4803","Leggada bella vicina",996648
"4804","Mus kasaicus",996648
"4805","Leggada bella",996648
"4806","Leggada grata",996648
"4807","Leggada orangiae",3608904
"4808","Coelomys parahi",542493
"4809","Leggada cookii meator",542493
"4810","Leggada pahari gairdneri",542493
"4811","Leggada jacksoniae",542493
"4812","Mus siva",3608880
"4813","Leggada surkha",3608880
"4814","Cremnomys australis siva",3608880
"4815","Pyromys platythrix",845970
"4816","Leggada bahadur",845970
"4817","Leggada grahami",845970
"4818","Leggada hannyngtoni",845970
"4819","Mus ramnadensis",542525
"4820","Leggada platythrix sadhu",542525
"4821","Leggadilla gurkha",542525
"4822","Pyromys priestlyi",542525
"4823","Leggada cinderella",542525
"4824","Nannomys setulosus",845980
"4825","Leggadilla shortridgei",887682
"4826","Nannomys sorella",844274
"4827","Mus tenellus acholi",844274
"4828","Mus wamae",844274
"4829","Mus hortulanus",845976
"4830","Mus sergii",845976
"4831","Mus musculus spretus",542521
"4832","Mus spicilegus rifensis",542521
"4833","Mus spicilegus mogrebinus",542521
"4834","Mus spicilegus lynesi",542521
"4835","Mus spicilegus lusitanicus",542521
"4836","Mus spicilegus hispanicus",542521
"4837","Mus spicilegus caoccii",542521
"4838","Mustela eversmanni",915607
"4839","Mustela gracilis",685101
"4840","Putorius gracilis",685101
"4841","Mustela reliquus",685101
"4842","Mustela borealis",923105
"4843","Mustela budina",923105
"4844","Mustela aremorica",923105
"4845","Mustela transsylvanica",923105
"4846","Mustela minor",923105
"4847","Mustela fulva",923105
"4848","Mustela europaea",923105
"4849","Viverra lutreola",923105
"4850","Putorius nigripes",541439
"4851","Putorius nudipes",378004
"4852","Mustela strigodorsa",273796
"4853","Nannomys tenellus",844277
"4854","Leggada tenella",844277
"4855","Mus dunni",348560
"4856","Mus beavanii",348560
"4857","Leggada dunni",348560
"4858","Leggada triton murilla",289304
"4859","Leggada naivashae",289304
"4860","Mephitis javanensis",890077
"4861","Mylodon sp. SLP-2019",901675
"4862","Mylomys cuninghamei lowei",170597
"4863","Pelomys roosevelti",170597
"4864","Mus coypus",169715
"4865","Mastonotus popelairi",169715
"4866","Myocaster coypus",169715
"4867","Myopotamus coypus",169715
"4868","Myopotamus coypu",169715
"4869","Eothenomys andersoni",1012695
"4870","Phaulomys andersoni",1012695
"4871","Evotomys andersoni",1012695
"4872","Craseomys niigatae",1012695
"4873","Clethrionomys californicus",179751
"4874","Evotomys obscurus",179751
"4875","? californicus",5055760
"4876","Evotomys californicus",179751
"4877","Evotomys mazama",179751
"4878","Clethrionomys centralis",686201
"4879","Pitymys ibericus centralis",686201
"4880","Evotomys frater",686201
"4881","Clethrionomys gapperi",627111
"4882","Evotomys pygmaeus",627111
"4883","Clethrionomys gapperi soleus",627111
"4884","Clethrionomys gapperi pallescens",627111
"4885","Clethrionomys gapperi hudsonius",627111
"4886","Evotomys gapperi athabascae",627111
"4887","Clethrionomys gapperi arizonensis",627111
"4888","Evotomys gapperi loringi",627111
"4889","Clethrionomys gapperi rufescens",627111
"4890","Clethrionomys gapperi cascadensis",627111
"4891","Evotomys gapperi brevicaudus",627111
"4892","Clethrionomys gapperi rupicola",627111
"4893","Clethrionomys gapperi gaspeanus",627111
"4894","Evotomys gapperi saturatus",627111
"4895","Evotomys gapperi rhoadsii",627111
"4896","Clethrionomys gapperi gauti",627111
"4897","Clethrionomys gapperi paludicola",627111
"4898","Evotomys gapperi ochraceus",627111
"4899","Clethrionomys gapperi maurus",627111
"4900","Clethrionomys gapperi stikinensis",627111
"4901","Arvicola gapperi",627111
"4902","Clethrionomys gapperi solus",627111
"4903","Evotomys gapperi",627111
"4904","Clethrionomys gapperi uintaensis",627111
"4905","Evotomys occidentalis",627111
"4906","Evotomys galei",627111
"4907","Evotomys phaeus",627111
"4908","Evotomys idahoensis",627111
"4909","Evotomys ungava",627111
"4910","Evotomys wrangeli",627111
"4911","Evotomys limitis",627111
"4912","Evotomys caurinus",627111
"4913","Evotomys proteus",627111
"4914","? gapperi",627111
"4915","Evotomys fuscodorsalis",627111
"4916","Evotomys carolinensis",627111
"4917","Evotomys nivarius",627111
"4918","Clethrionomys glareolus",1051603
"4919","Evotomys vasconiae",1051603
"4920","Mus glareolus",1051603
"4921","Arvicola pratensis",1051603
"4922","Lemmus arvalis",1051603
"4923","Evotomys glareolus ognevi",1051603
"4924","Evotomys glareolus intermedius",1051603
"4925","Evotomys nageri vesanus",1051603
"4926","Evotomys hercynicus helveticus",1051603
"4927","Evotomys glareolus ruttneri",1051603
"4928","Evotomys glareolus wasjuganensis",1051603
"4929","Evotomys hercynicus suecicus",1051603
"4930","Evotomys glareolus istericus",1051603
"4931","Clethrionomys gorka",1051603
"4932","Evotomys glareolus jurassicus",1051603
"4933","Clethrionomys glareolus insulaebellae",1051603
"4934","Clethrionomys glareolus makedonicus",1051603
"4935","Evotomys nageri hallucalis",1051603
"4936","Evotomys glareolus italicus",1051603
"4937","Evotomys glareolus reinwaldti",1051603
"4938","Evotomys skomerensis",1051603
"4939","Evotomys hercynicus britannicus",1051603
"4940","Clethrionomys glareolus prinius",1051603
"4941","Clethrionomys glareolus curcio",1051603
"4942","Clethrionomys glareolus bernisi",1051603
"4943","Evotomys caesarius",1051603
"4944","Clethrionomys hercynius",1051603
"4945","Clethrionomys glareolus variscius",1051603
"4946","Clethrionomys intermedius",1051603
"4947","Evotomys glareolus saianicus",1051603
"4948","Clethrionomys glareolus garganicus",1051603
"4949","Lemmus rubidus",1051603
"4950","Clethrionomys istericus",1051603
"4951","Mus rutilus minor",1051603
"4952","Arvicola fulvus",1051603
"4953","Hypudacus hercynicus",1051603
"4954","Clethrionomys glareolus cantueli",1051603
"4955","Clethrionomys tomensis",1051603
"4956","Clethrionomys britannicus",1051603
"4957","Clethrionomys reinwaldti",1051603
"4958","Hypudaeus nageri",1051603
"4959","Clethrionomys suecicus",1051603
"4960","Clethrionomys riparia",1051603
"4961","Evotomys glareolus sobrus",1051603
"4962","Clethrionomys jurassicus",1051603
"4963","Evotomys ponticus",1051603
"4964","Clethrionomys rufescens",1051603
"4965","Myodes bicolor",1051603
"4966","Clethrionomys vasconiae",1051603
"4967","Clethrionomys norvegicus",1051603
"4968","Evotomys gorka",1051603
"4969","Arvicola riparia",1051603
"4970","Evotomys norvegicus",1051603
"4971","Clethrionomys insulaebellae",1051603
"4972","Clethrionomys helveticus",1051603
"4973","Evotomys erica",1051603
"4974","Clethrionomys rubidus",1051603
"4975","Lemmus pratensis",1051603
"4976","Clethrionomys sobrus",1051603
"4977","Clethrionomys fulvus",1051603
"4978","Clethrionomys ruttneri",1051603
"4979","Evotomys glareolus",1051603
"4980","Clethrionomys alstoni",1051603
"4981","Clethrionomys vesanus",1051603
"4982","Clethrionomys nageri",1051603
"4983","Clethrionomys pratensis",1051603
"4984","Clethrionomys hallucalis",1051603
"4985","Evotomys alstoni",1051603
"4986","Clethrionomys italicus",1051603
"4987","Clethrionomys regulus",596152
"4988","Eothenomys regulus",596152
"4989","Craseomys regulus",596152
"4990","Clethrionomys rex",490380
"4991","Clethrionomys rutilus",686197
"4992","Clethrionomys rutilus rossicus",686197
"4993","Mus rutilus",686197
"4994","Evotomys dawsoni insularis",686197
"4995","Clethrionomys rutilus latigriseus",686197
"4996","Evotomys rutilus lenaensis",686197
"4997","Evotomys rutilus salairicus",686197
"4998","Clethrionomys rutilus dorogostaiskii",686197
"4999","Clethrionomys rutilus tugarinovi",686197
"5000","Clethrionomys rutilis platycephalus",686197
"5001","Evotomys dawsoni",686197
"5002","Clethrionomys dawsoni glacialis",686197
"5003","Clethrionomys rutilus uralensis",686197
"5004","Evotomys rutilus vinogradovi",686197
"5005","Evotomys rutilus jacutensis",686197
"5006","Clethrionomys rutilus washburni",686197
"5007","Microtus mollessonae",686197
"5008","Clethrionomys rutilus watsoni",686197
"5009","Evotomys laticeps",686197
"5010","Clethrionomys rutilus hintoni",686197
"5011","Clethrionomys albiventer",686197
"5012","Evotomys orca",686197
"5013","Evotomys parvidens",686197
"5014","Evotomys alascensis",686197
"5015","Evotomys mikado",686197
"5016","Evotomys baikalensis",686197
"5017","Arvicola russatus",686197
"5018","Arvicola amurensis",686197
"5019","Evotomys rutilus",686197
"5020","Evotomys jochelsoni",686197
"5021","Microtus inez jeholicus",3608474
"5022","Eothenomys shanseius",3608474
"5023","? shanseius",3608474
"5024","Phascogale melas",379181
"5025","Myoictis melas wallacei",513335
"5026","Myoictis melas wavicus",920959
"5027","Philistomys roachi",1038448
"5028","Myomimus bulgaricus",1038448
"5029","Mastomys angolensis",3608627
"5030","? angolensis",6114493
"5031","Mus niveiventris",1057562
"5032","Mus niveiventris subfuscus",1057562
"5033","Epimys ulae",1057562
"5034","Myomys verreauxi",1057551
"5035","Myomys verreauxii",1057551
"5036","Mus verreauxi",1057551
"5037","? verreauxii",1057551
"5038","Myomys yemeni",1057554
"5039","Myomys fumatus yemeni",1057554
"5040","Cynonycteris brachycephala",558427
"5041","Myonycteris torquata leptodon",374690
"5042","Cynonycteris torquata",192012
"5043","Dasyprocta leptura",484313
"5044","Dasyprocta exilis",484313
"5045","Dasyprocta acouchy",484313
"5046","Cavia acouchy",484313
"5047","Myoprocta exilis",484313
"5048","Myoprocta limanus",980454
"5049","Mormopterus whitleyi",3613990
"5050","Myopus morulus",490530
"5051","Myopus schisticolor vinogradovi",490530
"5052","Myodes schisticolor",490530
"5053","Myopus middendorfii",490530
"5054","Myopus saianicus",490530
"5055","Myopus thayeri",490530
"5056","Myosorex sp. 2 SWM-2013",5338977
"5057","Myospalax dybowskii",996523
"5058","Siphneus armandii",996523
"5059","Spalax talpinus",996523
"5060","Lemmus zokor",996523
"5061","? myospalax",3608556
"5062","Myospalax myospalax incertus",3608556
"5063","Myospalax myospalax tarbagataicus",3608556
"5064","Myospalax laxmanni",3608556
