"","scientificName","redlistCategory"
"3559","Myodes rex","Least Concern"
"3560","Myodes rufocanus","Least Concern"
"3561","Myodes rufocanus","Least Concern"
"3562","Myodes rutilus","Least Concern"
"3563","Myodes rutilus","Least Concern"
"3564","Myodes shanseius","Least Concern"
"3565","Myodes smithii","Least Concern"
"3566","Myoictis leucura","Data Deficient"
"3567","Myoictis melas","Least Concern"
"3568","Myoictis wallacei","Least Concern"
"3569","Myoictis wavicus","Data Deficient"
"3570","Myomimus personatus","Data Deficient"
"3571","Myomimus roachi","Endangered"
"3572","Myomimus roachi","Vulnerable"
"3573","Myomimus setzeri","Data Deficient"
"3574","Myomimus setzeri","Data Deficient"
"3575","Myomyscus angolensis","Least Concern"
"3576","Myomyscus brockmani","Least Concern"
"3577","Myomyscus verreauxii","Least Concern"
"3578","Myomyscus yemeni","Data Deficient"
"3579","Myonycteris brachycephala","Endangered"
"3580","Myonycteris leptodon","Least Concern"
"3581","Myonycteris relicta","Least Concern"
"3582","Myonycteris torquata","Least Concern"
"3583","Myoprocta acouchy","Least Concern"
"3584","Myoprocta pratti","Least Concern"
"3585","Myopterus daubentonii","Data Deficient"
"3586","Myopterus whitleyi","Least Concern"
"3587","Myopus schisticolor","Least Concern"
"3588","Myopus schisticolor","Least Concern"
"3589","Myosciurus pumilio","Least Concern"
"3590","Myosorex babaulti","Least Concern"
"3591","Myosorex blarina","Endangered"
"3592","Myosorex bururiensis","Vulnerable"
"3593","Myosorex cafer","Vulnerable"
"3594","Myosorex eisentrauti","Critically Endangered"
"3595","Myosorex geata","Endangered"
"3596","Myosorex gnoskei","Endangered"
"3597","Myosorex jejei","Vulnerable"
"3598","Myosorex kabogoensis","Data Deficient"
"3599","Myosorex kihaulei","Endangered"
"3600","Myosorex longicaudatus","Endangered"
"3601","Myosorex okuensis","Vulnerable"
"3602","Myosorex rumpii","Endangered"
"3603","Myosorex schalleri","Data Deficient"
"3604","Myosorex sclateri","Vulnerable"
"3605","Myosorex tenuis","Data Deficient"
"3606","Myosorex varius","Least Concern"
"3607","Myosorex zinki","Least Concern"
"3608","Myospalax aspalax","Least Concern"
"3609","Myospalax myospalax","Least Concern"
"3610","Myospalax psilurus","Least Concern"
"3611","Myotis adversus","Least Concern"
"3612","Myotis aelleni","Data Deficient"
"3613","Myotis albescens","Least Concern"
"3614","Myotis alcathoe","Data Deficient"
"3615","Myotis alcathoe","Data Deficient"
"3616","Myotis altarium","Least Concern"
"3617","Myotis anjouanensis","Data Deficient"
"3618","Myotis annamiticus","Data Deficient"
"3619","Myotis annatessae","Data Deficient"
"3620","Myotis annectans","Least Concern"
"3621","Myotis atacamensis","Endangered"
"3622","Myotis ater","Least Concern"
"3623","Myotis aurascens","Least Concern"
"3624","Myotis aurascens","Least Concern"
"3625","Myotis aurascens","Least Concern"
"3626","Myotis auriculus","Least Concern"
"3627","Myotis australis","Data Deficient"
"3628","Myotis austroriparius","Least Concern"
"3629","Myotis badius","Data Deficient"
"3630","Myotis bechsteinii","Near Threatened"
"3631","Myotis bechsteinii","Vulnerable"
"3632","Myotis bechsteinii","Near Threatened"
"3633","Myotis blythii","Near Threatened"
"3634","Myotis blythii","Near Threatened"
"3635","Myotis blythii","Least Concern"
"3636","Myotis bocagii","Least Concern"
"3637","Myotis bombinus","Near Threatened"
"3638","Myotis borneoensis","Data Deficient"
"3639","Myotis brandtii","Least Concern"
"3640","Myotis bucharensis","Data Deficient"
"3641","Myotis californicus","Least Concern"
"3642","Myotis capaccinii","Vulnerable"
"3643","Myotis capaccinii","Vulnerable"
"3644","Myotis capaccinii","Vulnerable"
"3645","Myotis chiloensis","Least Concern"
"3646","Myotis chinensis","Least Concern"
"3647","Myotis ciliolabrum","Least Concern"
"3648","Myotis cobanensis","Data Deficient"
"3649","Myotis csorbai","Data Deficient"
"3650","Myotis dasycneme","Not Applicable"
"3651","Myotis dasycneme","Near Threatened"
"3652","Myotis dasycneme","Near Threatened"
"3653","Myotis daubentonii","Least Concern"
"3654","Myotis davidii","Least Concern"
"3655","Myotis dieteri","Data Deficient"
"3656","Myotis diminutus","Data Deficient"
"3657","Myotis dinellii","Least Concern"
"3658","Myotis dominicensis","Vulnerable"
"3659","Myotis elegans","Least Concern"
"3660","Myotis emarginatus","Least Concern"
"3661","Myotis emarginatus","Least Concern"
"3662","Myotis emarginatus","Least Concern"
"3663","Myotis escalerai","Least Concern"
"3664","Myotis evotis","Least Concern"
"3665","Myotis federatus","Data Deficient"
"3666","Myotis fimbriatus","Least Concern"
"3667","Myotis findleyi","Endangered"
"3668","Myotis formosus","Near Threatened"
"3669","Myotis fortidens","Least Concern"
"3670","Myotis frater","Data Deficient"
"3671","Myotis gomantongensis","Least Concern"
"3672","Myotis goudoti","Least Concern"
"3673","Myotis grisescens","Vulnerable"
"3674","Myotis hajastanicus","Critically Endangered"
"3675","Myotis hasseltii","Least Concern"
"3676","Myotis hermani","Data Deficient"
"3677","Myotis horsfieldii","Least Concern"
"3678","Myotis ikonnikovi","Least Concern"
"3679","Myotis indochinensis","Data Deficient"
"3680","Myotis insularum","Data Deficient"
"3681","Myotis izecksohni","Data Deficient"
"3682","Myotis keaysi","Least Concern"
"3683","Myotis keenii","Least Concern"
"3684","Myotis laniger","Least Concern"
"3685","Myotis lavali","Least Concern"
"3686","Myotis leibii","Endangered"
"3687","Myotis levis","Least Concern"
"3688","Myotis longipes","Data Deficient"
"3689","Myotis lucifugus","Endangered"
"3690","Myotis macrodactylus","Least Concern"
"3691","Myotis macropus","Least Concern"
"3692","Myotis macrotarsus","Least Concern"
"3693","Myotis martiniquensis","Near Threatened"
"3694","Myotis melanorhinus","Least Concern"
"3695","Myotis moluccarum","Least Concern"
"3696","Myotis montivagus","Data Deficient"
"3697","Myotis morrisi","Data Deficient"
"3698","Myotis muricola","Least Concern"
"3699","Myotis myotis","Least Concern"
"3700","Myotis myotis","Least Concern"
"3701","Myotis myotis","Least Concern"
"3702","Myotis mystacinus","Least Concern"
"3703","Myotis mystacinus","Least Concern"
"3704","Myotis mystacinus","Least Concern"
"3705","Myotis nattereri","Least Concern"
"3706","Myotis nesopolus","Least Concern"
"3707","Myotis nigricans","Least Concern"
"3708","Myotis nipalensis","Not Applicable"
"3709","Myotis nipalensis","Least Concern"
"3710","Myotis nyctor","Vulnerable"
"3711","Myotis occultus","Least Concern"
"3712","Myotis oreias","Data Deficient"
"3713","Myotis oxyotus","Least Concern"
"3714","Myotis peninsularis","Endangered"
"3715","Myotis pequinius","Least Concern"
"3716","Myotis petax","Least Concern"
"3717","Myotis peytoni","Data Deficient"
"3718","Myotis pilosus","Vulnerable"
"3719","Myotis planiceps","Endangered"
"3720","Myotis pruinosus","Endangered"
"3721","Myotis punicus","Near Threatened"
"3722","Myotis punicus","Data Deficient"
"3723","Myotis ridleyi","Near Threatened"
"3724","Myotis riparius","Least Concern"
"3725","Myotis rosseti","Least Concern"
"3726","Myotis ruber","Near Threatened"
"3727","Myotis rufoniger","Least Concern"
"3728","Myotis rufopictus","Data Deficient"
"3729","Myotis schaubi","Data Deficient"
"3730","Myotis schaubi","Data Deficient"
"3731","Myotis scotti","Vulnerable"
"3732","Myotis secundus","Least Concern"
"3733","Myotis septentrionalis","Near Threatened"
"3734","Myotis sibiricus","Least Concern"
"3735","Myotis sicarius","Vulnerable"
"3736","Myotis siligorensis","Least Concern"
"3737","Myotis simus","Data Deficient"
"3738","Myotis sodalis","Near Threatened"
"3739","Myotis soror","Data Deficient"
"3740","Myotis stalkeri","Data Deficient"
"3741","Myotis thysanodes","Least Concern"
"3742","Myotis tricolor","Least Concern"
"3743","Myotis velifer","Least Concern"
"3744","Myotis vivesi","Vulnerable"
"3745","Myotis volans","Least Concern"
"3746","Myotis welwitschii","Least Concern"
"3747","Myotis yanbarensis","Critically Endangered"
"3748","Myotis yumanensis","Least Concern"
"3749","Myrmecobius fasciatus","Endangered"
"3750","Myrmecophaga tridactyla","Vulnerable"
"3751","Mysateles melanurus","Vulnerable"
"3752","Mysateles prehensilis","Near Threatened"
"3753","Mystacina robusta","Critically Endangered"
"3754","Mystacina tuberculata","Vulnerable"
"3755","Mystromys albicaudatus","Vulnerable"
"3756","Myzopoda aurita","Least Concern"
"3757","Myzopoda schliemanni","Least Concern"
"3758","Naemorhedus baileyi","Vulnerable"
"3759","Naemorhedus caudatus","Vulnerable"
"3760","Naemorhedus goral","Near Threatened"
"3761","Nandinia binotata","Least Concern"
"3762","Nanger dama","Critically Endangered"
"3763","Nanger dama","Critically Endangered"
"3764","Nanger granti","Least Concern"
"3765","Nanger soemmerringii","Vulnerable"
"3766","Nannosciurus melanotis","Least Concern"
"3767","Nannospalax ehrenbergi","Data Deficient"
"3768","Nannospalax ehrenbergi","Data Deficient"
"3769","Nannospalax leucodon","Data Deficient"
"3770","Nannospalax leucodon","Least Concern"
"3771","Nannospalax leucodon","Data Deficient"
"3772","Nannospalax xanthodon","Data Deficient"
"3773","Nannospalax xanthodon","Not Applicable"
"3774","Nannospalax xanthodon","Data Deficient"
"3775","Nanonycteris veldkampii","Least Concern"
"3776","Napaeozapus insignis","Least Concern"
"3777","Nasalis larvatus","Endangered"
"3778","Nasua narica","Least Concern"
"3779","Nasua nasua","Least Concern"
"3780","Nasuella meridensis","Endangered"
"3781","Nasuella olivacea","Near Threatened"
"3782","Natalus espiritosantensis","Near Threatened"
"3783","Natalus jamaicensis","Critically Endangered"
"3784","Natalus major","Near Threatened"
"3785","Natalus mexicanus","Least Concern"
"3786","Natalus primus","Vulnerable"
"3787","Natalus stramineus","Least Concern"
"3788","Natalus tumidirostris","Least Concern"
"3789","Neacomys dubosti","Least Concern"
"3790","Neacomys guianae","Least Concern"
"3791","Neacomys minutus","Least Concern"
"3792","Neacomys musseri","Least Concern"
"3793","Neacomys paracou","Least Concern"
"3794","Neacomys pictus","Data Deficient"
"3795","Neacomys spinosus","Least Concern"
"3796","Neacomys tenuipes","Least Concern"
"3797","Neamblysomus gunningi","Endangered"
"3798","Neamblysomus julianae","Endangered"
"3799","Necromys amoenus","Least Concern"
"3800","Necromys benefactus","Least Concern"
"3801","Necromys lactens","Least Concern"
"3802","Necromys lasiurus","Least Concern"
"3803","Necromys lenguarum","Least Concern"
"3804","Necromys obscurus","Least Concern"
"3805","Necromys punctulatus","Data Deficient"
"3806","Necromys temchuki","Least Concern"
"3807","Necromys urichi","Least Concern"
"3808","Nectogale elegans","Least Concern"
"3809","Nectomys apicalis","Least Concern"
"3810","Nectomys grandis","Data Deficient"
"3811","Nectomys palmipes","Least Concern"
"3812","Nectomys rattus","Least Concern"
"3813","Nectomys squamipes","Least Concern"
"3814","Nelsonia goldmani","Endangered"
"3815","Nelsonia neotomodon","Least Concern"
"3816","Neodon forresti","Data Deficient"
"3817","Neodon irene","Least Concern"
"3818","Neodon juldaschi","Least Concern"
"3819","Neodon linzhiensis","Data Deficient"
"3820","Neodon sikimensis","Least Concern"
"3821","Neofelis diardi","Vulnerable"
"3822","Neofelis nebulosa","Vulnerable"
"3823","Neofiber alleni","Least Concern"
"3824","Neohylomys hainanensis","Endangered"
"3825","Neomicroxus bogotensis","Least Concern"
"3826","Neomicroxus latebricola","Endangered"
"3827","Neomonachus schauinslandi","Endangered"
"3828","Neomonachus tropicalis","Extinct"
"3829","Neomys anomalus","Least Concern"
"3830","Neomys anomalus","Least Concern"
"3831","Neomys anomalus","Least Concern"
"3832","Neomys fodiens","Least Concern"
"3833","Neomys fodiens","Least Concern"
"3834","Neomys fodiens","Least Concern"
"3835","Neomys teres","Least Concern"
"3836","Neomys teres","Least Concern"
"3837","Neonycteris pusilla","Data Deficient"
"3838","Neophascogale lorentzii","Least Concern"
"3839","Neophoca cinerea","Endangered"
"3840","Neophocaena asiaeorientalis","Endangered"
"3841","Neophocaena phocaenoides","Vulnerable"
"3842","Neopteryx frosti","Endangered"
"3843","Neoromicia brunnea","Near Threatened"
"3844","Neoromicia capensis","Least Concern"
"3845","Neoromicia flavescens","Data Deficient"
"3846","Neoromicia guineensis","Least Concern"
"3847","Neoromicia helios","Data Deficient"
"3848","Neoromicia isabella","Data Deficient"
"3849","Neoromicia malagasyensis","Vulnerable"
"3850","Neoromicia matroka","Least Concern"
"3851","Neoromicia melckorum","Data Deficient"
"3852","Neoromicia nana","Least Concern"
"3853","Neoromicia rendalli","Least Concern"
"3854","Neoromicia robertsi","Data Deficient"
"3855","Neoromicia roseveari","Endangered"
"3856","Neoromicia somalica","Least Concern"
"3857","Neoromicia tenuipinnis","Least Concern"
"3858","Neoromicia zuluensis","Least Concern"
"3859","Neotamias alpinus","Least Concern"
"3860","Neotamias amoenus","Least Concern"
"3861","Neotamias bulleri","Vulnerable"
"3862","Neotamias canipes","Least Concern"
"3863","Neotamias cinereicollis","Least Concern"
"3864","Neotamias dorsalis","Least Concern"
"3865","Neotamias durangae","Least Concern"
"3866","Neotamias merriami","Least Concern"
"3867","Neotamias minimus","Least Concern"
"3868","Neotamias obscurus","Least Concern"
"3869","Neotamias ochrogenys","Least Concern"
"3870","Neotamias palmeri","Endangered"
"3871","Neotamias panamintinus","Least Concern"
"3872","Neotamias quadrimaculatus","Least Concern"
"3873","Neotamias quadrivittatus","Least Concern"
"3874","Neotamias ruficaudus","Least Concern"
"3875","Neotamias rufus","Least Concern"
"3876","Neotamias senex","Least Concern"
"3877","Neotamias siskiyou","Least Concern"
"3878","Neotamias sonomae","Least Concern"
"3879","Neotamias speciosus","Least Concern"
"3880","Neotamias townsendii","Least Concern"
"3881","Neotamias umbrinus","Least Concern"
"3882","Neotetracus sinensis","Least Concern"
"3883","Neotoma albigula","Least Concern"
"3884","Neotoma angustapalata","Near Threatened"
"3885","Neotoma bryanti","Least Concern"
"3886","Neotoma chrysomelas","Least Concern"
"3887","Neotoma cinerea","Least Concern"
"3888","Neotoma devia","Least Concern"
"3889","Neotoma floridana","Least Concern"
"3890","Neotoma fuscipes","Least Concern"
"3891","Neotoma goldmani","Least Concern"
"3892","Neotoma insularis","Data Deficient"
"3893","Neotoma lepida","Least Concern"
"3894","Neotoma leucodon","Least Concern"
"3895","Neotoma macrotis","Least Concern"
"3896","Neotoma magister","Near Threatened"
"3897","Neotoma mexicana","Least Concern"
"3898","Neotoma micropus","Least Concern"
"3899","Neotoma nelsoni","Critically Endangered"
"3900","Neotoma palatina","Vulnerable"
"3901","Neotoma phenax","Least Concern"
"3902","Neotoma stephensi","Least Concern"
"3903","Neotomodon alstoni","Least Concern"
"3904","Neotomys ebriosus","Least Concern"
"3905","Neotragus batesi","Least Concern"
"3906","Neotragus pygmaeus","Least Concern"
"3907","Neovison macrodon","Extinct"
"3908","Neovison vison","Least Concern"
"3909","Nephelomys albigularis","Least Concern"
"3910","Nephelomys auriventer","Least Concern"
"3911","Nephelomys caracolus","Least Concern"
"3912","Nephelomys devius","Least Concern"
"3913","Nephelomys keaysi","Least Concern"
"3914","Nephelomys levipes","Least Concern"
"3915","Nephelomys meridensis","Least Concern"
"3916","Nesokia bunnii","Endangered"
"3917","Nesokia indica","Least Concern"
"3918","Nesokia indica","Least Concern"
"3919","Nesolagus netscheri","Data Deficient"
"3920","Nesolagus timminsi","Endangered"
"3921","Nesomys audeberti","Least Concern"
"3922","Nesomys lambertoni","Endangered"
"3923","Nesomys rufus","Least Concern"
"3924","Nesophontes edithae","Extinct"
"3925","Nesophontes hypomicrus","Extinct"
"3926","Nesophontes major","Extinct"
"3927","Nesophontes micrus","Extinct"
"3928","Nesophontes paramicrus","Extinct"
"3929","Nesophontes zamicrus","Extinct"
"3930","Nesoromys ceramicus","Endangered"
"3931","Nesoryzomys darwini","Extinct"
"3932","Nesoryzomys fernandinae","Vulnerable"
"3933","Nesoryzomys indefessus","Extinct"
"3934","Nesoryzomys narboroughi","Vulnerable"
"3935","Nesoryzomys swarthi","Vulnerable"
"3936","Nesotragus moschatus","Least Concern"
"3937","Neurotrichus gibbsii","Least Concern"
"3938","Neusticomys ferreirai","Data Deficient"
"3939","Neusticomys monticolus","Least Concern"
"3940","Neusticomys mussoi","Vulnerable"
"3941","Neusticomys oyapocki","Data Deficient"
"3942","Neusticomys peruviensis","Least Concern"
"3943","Neusticomys venezuelae","Vulnerable"
"3944","Nilgiritragus hylocrius","Endangered"
"3945","Nilopegamys plumbeus","Critically Endangered"
"3946","Ningaui ridei","Least Concern"
"3947","Ningaui timealeyi","Least Concern"
"3948","Ningaui yvonneae","Least Concern"
"3949","Niviventer andersoni","Least Concern"
"3950","Niviventer brahma","Least Concern"
"3951","Niviventer cameroni","Vulnerable"
"3952","Niviventer confucianus","Least Concern"
"3953","Niviventer coninga","Least Concern"
"3954","Niviventer cremoriventer","Least Concern"
"3955","Niviventer culturatus","Least Concern"
"3956","Niviventer eha","Least Concern"
"3957","Niviventer excelsior","Least Concern"
"3958","Niviventer fraternus","Least Concern"
"3959","Niviventer fulvescens","Least Concern"
"3960","Niviventer hinpoon","Endangered"
"3961","Niviventer langbianis","Least Concern"
"3962","Niviventer lepturus","Least Concern"
"3963","Niviventer niviventer","Least Concern"
"3964","Niviventer rapit","Least Concern"
"3965","Niviventer tenaster","Least Concern"
"3966","Noctilio albiventris","Least Concern"
"3967","Noctilio leporinus","Least Concern"
"3968","Nomascus annamensis","Endangered"
"3969","Nomascus concolor","Critically Endangered"
"3970","Nomascus gabriellae","Endangered"
"3971","Nomascus hainanus","Critically Endangered"
"3972","Nomascus leucogenys","Critically Endangered"
"3973","Nomascus nasutus","Critically Endangered"
"3974","Nomascus siki","Critically Endangered"
"3975","Noronhomys vespuccii","Extinct"
"3976","Notiomys edwardsii","Least Concern"
"3977","Notiosorex cockrumi","Least Concern"
"3978","Notiosorex crawfordi","Least Concern"
"3979","Notiosorex evotis","Least Concern"
"3980","Notiosorex villai","Vulnerable"
"3981","Notocitellus adocetus","Least Concern"
"3982","Notocitellus annulatus","Least Concern"
"3983","Notomys alexis","Least Concern"
"3984","Notomys amplus","Extinct"
"3985","Notomys aquilo","Endangered"
"3986","Notomys cervinus","Near Threatened"
"3987","Notomys fuscus","Vulnerable"
"3988","Notomys longicaudatus","Extinct"
"3989","Notomys macrotis","Extinct"
"3990","Notomys mitchellii","Least Concern"
"3991","Notomys mordax","Extinct"
"3992","Notomys robustus","Extinct"
"3993","Notopteris macdonaldi","Vulnerable"
"3994","Notopteris neocaledonica","Endangered"
"3995","Notoryctes caurinus","Least Concern"
"3996","Notoryctes typhlops","Least Concern"
"3997","Nyctalus aviator","Near Threatened"
"3998","Nyctalus azoreum","Vulnerable"
"3999","Nyctalus furvus","Endangered"
"4000","Nyctalus lasiopterus","Near Threatened"
"4001","Nyctalus lasiopterus","Data Deficient"
"4002","Nyctalus lasiopterus","Vulnerable"
"4003","Nyctalus leisleri","Least Concern"
"4004","Nyctalus leisleri","Least Concern"
"4005","Nyctalus leisleri","Least Concern"
"4006","Nyctalus montanus","Least Concern"
"4007","Nyctalus noctula","Least Concern"
"4008","Nyctalus noctula","Least Concern"
"4009","Nyctalus noctula","Least Concern"
"4010","Nyctalus plancyi","Least Concern"
"4011","Nyctereutes procyonoides","Least Concern"
"4012","Nycteris arge","Least Concern"
"4013","Nycteris aurita","Least Concern"
"4014","Nycteris gambiensis","Least Concern"
"4015","Nycteris grandis","Least Concern"
"4016","Nycteris hispida","Least Concern"
"4017","Nycteris intermedia","Least Concern"
"4018","Nycteris javanica","Vulnerable"
"4019","Nycteris macrotis","Least Concern"
"4020","Nycteris madagascariensis","Data Deficient"
"4021","Nycteris major","Data Deficient"
"4022","Nycteris nana","Least Concern"
"4023","Nycteris parisii","Data Deficient"
"4024","Nycteris thebaica","Data Deficient"
"4025","Nycteris thebaica","Least Concern"
"4026","Nycteris tragata","Near Threatened"
"4027","Nycteris vinsoni","Data Deficient"
"4028","Nycteris woodi","Least Concern"
"4029","Nycticebus bancanus","Critically Endangered"
"4030","Nycticebus bengalensis","Endangered"
"4031","Nycticebus borneanus","Vulnerable"
"4032","Nycticebus coucang","Endangered"
"4033","Nycticebus hilleri","Endangered"
"4034","Nycticebus javanicus","Critically Endangered"
"4035","Nycticebus kayan","Vulnerable"
"4036","Nycticebus menagensis","Vulnerable"
"4037","Nycticebus pygmaeus","Endangered"
"4038","Nycticeinops schlieffeni","Not Applicable"
"4039","Nycticeinops schlieffeni","Least Concern"
"4040","Nycticeius aenobarbus","Data Deficient"
"4041","Nycticeius cubanus","Near Threatened"
"4042","Nycticeius humeralis","Least Concern"
"4043","Nyctiellus lepidus","Least Concern"
"4044","Nyctimene aello","Least Concern"
"4045","Nyctimene albiventer","Least Concern"
"4046","Nyctimene cephalotes","Least Concern"
"4047","Nyctimene certans","Least Concern"
"4048","Nyctimene cyclotis","Data Deficient"
"4049","Nyctimene draconilla","Data Deficient"
"4050","Nyctimene keasti","Near Threatened"
"4051","Nyctimene major","Least Concern"
"4052","Nyctimene malaitensis","Least Concern"
"4053","Nyctimene masalai","Data Deficient"
"4054","Nyctimene minutus","Vulnerable"
"4055","Nyctimene rabori","Endangered"
"4056","Nyctimene robinsoni","Least Concern"
"4057","Nyctimene sanctacrucis","Data Deficient"
"4058","Nyctimene vizcaccia","Least Concern"
"4059","Nyctinomops aurispinosus","Least Concern"
"4060","Nyctinomops femorosaccus","Least Concern"
"4061","Nyctinomops laticaudatus","Least Concern"
"4062","Nyctinomops macrotis","Least Concern"
"4063","Nyctomys sumichrasti","Least Concern"
"4064","Nyctophilus arnhemensis","Least Concern"
"4065","Nyctophilus bifax","Least Concern"
"4066","Nyctophilus corbeni","Vulnerable"
"4067","Nyctophilus daedalus","Least Concern"
"4068","Nyctophilus geoffroyi","Least Concern"
"4069","Nyctophilus gouldi","Least Concern"
"4070","Nyctophilus heran","Data Deficient"
"4071","Nyctophilus howensis","Extinct"
"4072","Nyctophilus major","Least Concern"
"4073","Nyctophilus microdon","Data Deficient"
"4074","Nyctophilus microtis","Least Concern"
"4075","Nyctophilus nebulosus","Critically Endangered"
"4076","Nyctophilus sherrini","Vulnerable"
"4077","Nyctophilus shirleyae","Data Deficient"
"4078","Nyctophilus walkeri","Least Concern"
"4079","Ochotona alpina","Least Concern"
"4080","Ochotona argentata","Endangered"
"4081","Ochotona cansus","Least Concern"
"4082","Ochotona collaris","Least Concern"
"4083","Ochotona coreana","Data Deficient"
"4084","Ochotona curzoniae","Least Concern"
"4085","Ochotona dauurica","Least Concern"
"4086","Ochotona erythrotis","Least Concern"
"4087","Ochotona forresti","Least Concern"
"4088","Ochotona gloveri","Least Concern"
"4089","Ochotona hoffmanni","Endangered"
"4090","Ochotona hyperborea","Least Concern"
"4091","Ochotona iliensis","Endangered"
"4092","Ochotona koslowi","Endangered"
"4093","Ochotona ladacensis","Least Concern"
"4094","Ochotona macrotis","Least Concern"
"4095","Ochotona mantchurica","Least Concern"
"4096","Ochotona nubrica","Least Concern"
"4097","Ochotona opaca","Least Concern"
"4098","Ochotona pallasii","Least Concern"
"4099","Ochotona princeps","Least Concern"
"4100","Ochotona pusilla","Least Concern"
"4101","Ochotona roylei","Least Concern"
"4102","Ochotona rufescens","Least Concern"
"4103","Ochotona rutila","Least Concern"
"4104","Ochotona syrinx","Least Concern"
"4105","Ochotona thibetana","Least Concern"
"4106","Ochotona thomasi","Least Concern"
"4107","Ochotona turuchanensis","Least Concern"
"4108","Ochrotomys nuttalli","Least Concern"
"4109","Octodon bridgesi","Vulnerable"
"4110","Octodon degus","Least Concern"
"4111","Octodon lunatus","Near Threatened"
"4112","Octodon pacificus","Critically Endangered"
"4113","Octodontomys gliroides","Least Concern"
"4114","Octomys mimax","Least Concern"
"4115","Odobenus rosmarus","Not Applicable"
"4116","Odobenus rosmarus","Vulnerable"
"4117","Odocoileus hemionus","Least Concern"
"4118","Odocoileus virginianus","Least Concern"
"4119","Oecomys auyantepui","Least Concern"
"4120","Oecomys bicolor","Least Concern"
"4121","Oecomys catherinae","Least Concern"
"4122","Oecomys cleberi","Data Deficient"
"4123","Oecomys concolor","Least Concern"
"4124","Oecomys flavicans","Least Concern"
"4125","Oecomys mamorae","Least Concern"
"4126","Oecomys paricola","Data Deficient"
"4127","Oecomys phaeotis","Least Concern"
"4128","Oecomys rex","Least Concern"
"4129","Oecomys roberti","Least Concern"
"4130","Oecomys rutilus","Least Concern"
"4131","Oecomys speciosus","Least Concern"
"4132","Oecomys superans","Least Concern"
"4133","Oecomys trinitatis","Least Concern"
"4134","Oenomys hypoxanthus","Least Concern"
"4135","Oenomys ornatus","Data Deficient"
"4136","Okapia johnstoni","Endangered"
"4137","Olallamys albicauda","Data Deficient"
"4138","Olallamys edax","Data Deficient"
"4139","Oligoryzomys andinus","Least Concern"
"4140","Oligoryzomys arenalis","Least Concern"
"4141","Oligoryzomys brendae","Data Deficient"
"4142","Oligoryzomys chacoensis","Least Concern"
"4143","Oligoryzomys delticola","Least Concern"
"4144","Oligoryzomys destructor","Least Concern"
"4145","Oligoryzomys eliurus","Least Concern"
"4146","Oligoryzomys flavescens","Least Concern"
"4147","Oligoryzomys fornesi","Least Concern"
"4148","Oligoryzomys fulvescens","Least Concern"
"4149","Oligoryzomys griseolus","Least Concern"
"4150","Oligoryzomys longicaudatus","Least Concern"
"4151","Oligoryzomys magellanicus","Least Concern"
"4152","Oligoryzomys microtis","Least Concern"
"4153","Oligoryzomys moojeni","Data Deficient"
"4154","Oligoryzomys nigripes","Least Concern"
"4155","Oligoryzomys rupestris","Data Deficient"
"4156","Oligoryzomys stramineus","Least Concern"
"4157","Oligoryzomys vegetus","Least Concern"
"4158","Oligoryzomys victus","Extinct"
"4159","Ommatophoca rossii","Least Concern"
"4160","Ondatra zibethicus","Least Concern"
"4161","Onychogalea fraenata","Vulnerable"
"4162","Onychogalea lunata","Extinct"
"4163","Onychogalea unguifera","Least Concern"
"4164","Onychomys arenicola","Least Concern"
"4165","Onychomys leucogaster","Least Concern"
"4166","Onychomys torridus","Least Concern"
"4167","Orcaella brevirostris","Endangered"
"4168","Orcaella heinsohni","Vulnerable"
"4169","Orcinus orca","Data Deficient"
"4170","Orcinus orca","Data Deficient"
"4171","Oreamnos americanus","Least Concern"
"4172","Oreoryzomys balneator","Data Deficient"
"4173","Oreotragus oreotragus","Least Concern"
"4174","Ornithorhynchus anatinus","Near Threatened"
"4175","Orthogeomys cavator","Least Concern"
"4176","Orthogeomys cuniculus","Data Deficient"
"4177","Orthogeomys grandis","Least Concern"
"4178","Orthogeomys heterodus","Least Concern"
"4179","Orthogeomys hispidus","Least Concern"
"4180","Orthogeomys underwoodi","Least Concern"
"4181","Orycteropus afer","Least Concern"
"4182","Oryctolagus cuniculus","Near Threatened"
"4183","Oryctolagus cuniculus","Endangered"
"4184","Oryx beisa","Endangered"
"4185","Oryx dammah","Regionally Extinct"
"4186","Oryx dammah","Extinct in the Wild"
"4187","Oryx gazella","Least Concern"
"4188","Oryx leucoryx","Endangered"
"4189","Oryx leucoryx","Vulnerable"
"4190","Oryzomys antillarum","Extinct"
"4191","Oryzomys couesi","Least Concern"
"4192","Oryzomys dimidiatus","Data Deficient"
"4193","Oryzomys gorgasi","Endangered"
"4194","Oryzomys nelsoni","Extinct"
"4195","Oryzomys palustris","Least Concern"
"4196","Oryzorictes hova","Least Concern"
"4197","Oryzorictes tetradactylus","Data Deficient"
"4198","Osgoodomys banderanus","Least Concern"
"4199","Otaria byronia","Least Concern"
"4200","Otocolobus manul","Least Concern"
"4201","Otocyon megalotis","Least Concern"
"4202","Otolemur crassicaudatus","Least Concern"
"4203","Otolemur garnettii","Least Concern"
"4204","Otomops formosus","Data Deficient"
"4205","Otomops harrisoni","Vulnerable"
"4206","Otomops johnstonei","Data Deficient"
"4207","Otomops madagascariensis","Least Concern"
"4208","Otomops martiensseni","Near Threatened"
"4209","Otomops papuensis","Data Deficient"
